"Group.1","Group.2","x","timeWorked","cumTimeWorked","cumTickets","quarter","date","patron_community","ticket_id"
"271284","HSPH",2019-01-15,0.333333333333333,723.5,317,2019 Q1,2019-01-15,"HSPH","271284"
"270969","HSPH",2019-01-16,0.0833333333333333,723.583333333333,318,2019 Q1,2019-01-16,"HSPH","270969"
"271026","HSPH",2019-01-24,0.0833333333333333,723.666666666667,319,2019 Q1,2019-01-24,"HSPH","271026"
"271995","HSPH",2019-02-04,1.5,725.166666666667,320,2019 Q1,2019-02-04,"HSPH","271995"
"272232","HSPH",2019-02-07,1.5,726.666666666667,321,2019 Q1,2019-02-07,"HSPH","272232"
"272217","HSPH",2019-02-11,1,727.666666666667,322,2019 Q1,2019-02-11,"HSPH","272217"
"272334","HSPH",2019-02-11,0.333333333333333,728,323,2019 Q1,2019-02-11,"HSPH","272334"
"272763","HSPH",2019-02-25,1,729,324,2019 Q1,2019-02-25,"HSPH","272763"
"272784","HSPH",2019-02-25,9,738,325,2019 Q1,2019-02-25,"HSPH","272784"
"269863","HSPH",2019-02-28,3,741,326,2019 Q1,2019-02-28,"HSPH","269863"
"270925","HSPH",2019-02-28,1,742,327,2019 Q1,2019-02-28,"HSPH","270925"
"271642","HSPH",2019-02-28,1,743,328,2019 Q1,2019-02-28,"HSPH","271642"
"272230","HSPH",2019-02-28,0.5,743.5,329,2019 Q1,2019-02-28,"HSPH","272230"
"272698","HSPH",2019-02-28,1,744.5,330,2019 Q1,2019-02-28,"HSPH","272698"
"272708","HSPH",2019-02-28,1.5,746,331,2019 Q1,2019-02-28,"HSPH","272708"
"272822","HSPH",2019-02-28,0.5,746.5,332,2019 Q1,2019-02-28,"HSPH","272822"
"272979","HSPH",2019-02-28,0.5,747,333,2019 Q1,2019-02-28,"HSPH","272979"
"273584","HSPH",2019-03-15,2.16666666666667,749.166666666667,334,2019 Q1,2019-03-15,"HSPH","273584"
"274123","HSPH",2019-03-29,4.66666666666667,753.833333333333,335,2019 Q1,2019-03-29,"HSPH","274123"
"273065","HSPH",2019-03-31,7,760.833333333333,336,2019 Q1,2019-03-31,"HSPH","273065"
"273317","HSPH",2019-03-31,1.5,762.333333333333,337,2019 Q1,2019-03-31,"HSPH","273317"
"273619","HSPH",2019-03-31,2,764.333333333333,338,2019 Q1,2019-03-31,"HSPH","273619"
"274126","HSPH",2019-04-01,0.0833333333333333,764.416666666667,339,2019 Q2,2019-04-01,"HSPH","274126"
"274198","HSPH",2019-04-07,1,765.416666666667,340,2019 Q2,2019-04-07,"HSPH","274198"
"274252","HSPH",2019-04-08,4,769.416666666667,341,2019 Q2,2019-04-08,"HSPH","274252"
"274399","HSPH",2019-04-08,1,770.416666666667,342,2019 Q2,2019-04-08,"HSPH","274399"
"274403","HSPH",2019-04-08,0.5,770.916666666667,343,2019 Q2,2019-04-08,"HSPH","274403"
"274491","HSPH",2019-04-08,3,773.916666666667,344,2019 Q2,2019-04-08,"HSPH","274491"
"273993","HSPH",2019-04-15,0.0833333333333333,774,345,2019 Q2,2019-04-15,"HSPH","273993"
"274645","HSPH",2019-04-15,0.5,774.5,346,2019 Q2,2019-04-15,"HSPH","274645"
"274963","HSPH",2019-04-19,0.166666666666667,774.666666666667,347,2019 Q2,2019-04-19,"HSPH","274963"
"274989","HSPH",2019-04-19,1,775.666666666667,348,2019 Q2,2019-04-19,"HSPH","274989"
"275378","HSPH",2019-04-25,0.0833333333333333,775.75,349,2019 Q2,2019-04-25,"HSPH","275378"
"275615","HSPH",2019-04-29,0.166666666666667,775.916666666667,350,2019 Q2,2019-04-29,"HSPH","275615"
"274410","HSPH",2019-04-30,3,778.916666666667,351,2019 Q2,2019-04-30,"HSPH","274410"
"274701","HSPH",2019-04-30,3,781.916666666667,352,2019 Q2,2019-04-30,"HSPH","274701"
"274947","HSPH",2019-04-30,3,784.916666666667,353,2019 Q2,2019-04-30,"HSPH","274947"
"275018","HSPH",2019-04-30,3.25,788.166666666667,354,2019 Q2,2019-04-30,"HSPH","275018"
"275351","HSPH",2019-04-30,3,791.166666666667,355,2019 Q2,2019-04-30,"HSPH","275351"
"275391","HSPH",2019-04-30,3,794.166666666667,356,2019 Q2,2019-04-30,"HSPH","275391"
"275688","HSPH",2019-04-30,0.0833333333333333,794.25,357,2019 Q2,2019-04-30,"HSPH","275688"
"274411","HSPH",2019-05-01,1,795.25,358,2019 Q2,2019-05-01,"HSPH","274411"
"276857","HSPH",2019-05-31,2,797.25,359,2019 Q2,2019-05-31,"HSPH","276857"
"277040","HSPH",2019-06-11,1.5,798.75,360,2019 Q2,2019-06-11,"HSPH","277040"
"277333","HSPH",2019-06-11,0.5,799.25,361,2019 Q2,2019-06-11,"HSPH","277333"
"277061","HSPH",2019-06-12,2,801.25,362,2019 Q2,2019-06-12,"HSPH","277061"
"277424","HSPH",2019-06-13,3,804.25,363,2019 Q2,2019-06-13,"HSPH","277424"
"277321","HSPH",2019-06-18,2,806.25,364,2019 Q2,2019-06-18,"HSPH","277321"
"277613","HSPH",2019-06-18,0.75,807,365,2019 Q2,2019-06-18,"HSPH","277613"
"277619","HSPH",2019-06-20,1.25,808.25,366,2019 Q2,2019-06-20,"HSPH","277619"
"277313","HSPH",2019-06-30,3,811.25,367,2019 Q2,2019-06-30,"HSPH","277313"
"277795","HSPH",2019-06-30,0.333333333333333,811.583333333333,368,2019 Q2,2019-06-30,"HSPH","277795"
"126148","HKS",2012-01-04,3,3,1,2012 Q1,2012-01-04,"HKS","126148"
"128318","HKS",2012-01-05,4,7,2,2012 Q1,2012-01-05,"HKS","128318"
"127869","HKS",2012-01-22,0.5,7.5,3,2012 Q1,2012-01-22,"HKS","127869"
"128146","HKS",2012-01-25,3,10.5,4,2012 Q1,2012-01-25,"HKS","128146"
"131398","HKS",2012-02-09,0.166666666666667,10.6666666666667,5,2012 Q1,2012-02-09,"HKS","131398"
"132246","HKS",2012-02-23,8,18.6666666666667,6,2012 Q1,2012-02-23,"HKS","132246"
"132636","HKS",2012-03-01,1,19.6666666666667,7,2012 Q1,2012-03-01,"HKS","132636"
"134212","HKS",2012-03-28,0.5,20.1666666666667,8,2012 Q1,2012-03-28,"HKS","134212"
"131038","HKS",2012-04-06,3,23.1666666666667,9,2012 Q2,2012-04-06,"HKS","131038"
"134943","HKS",2012-04-06,0.133333333333333,23.3,10,2012 Q2,2012-04-06,"HKS","134943"
"135422","HKS",2012-04-10,5,28.3,11,2012 Q2,2012-04-10,"HKS","135422"
"133641","HKS",2012-04-11,5,33.3,12,2012 Q2,2012-04-11,"HKS","133641"
"135673","HKS",2012-04-12,2,35.3,13,2012 Q2,2012-04-12,"HKS","135673"
"135915","HKS",2012-04-18,0.5,35.8,14,2012 Q2,2012-04-18,"HKS","135915"
"135700","HKS",2012-04-20,2,37.8,15,2012 Q2,2012-04-20,"HKS","135700"
"136555","HKS",2012-05-02,1,38.8,16,2012 Q2,2012-05-02,"HKS","136555"
"137494","HKS",2012-05-22,0.75,39.55,17,2012 Q2,2012-05-22,"HKS","137494"
"137680","HKS",2012-05-23,4,43.55,18,2012 Q2,2012-05-23,"HKS","137680"
"137834","HKS",2012-05-25,5,48.55,19,2012 Q2,2012-05-25,"HKS","137834"
"137833","HKS",2012-05-29,2,50.55,20,2012 Q2,2012-05-29,"HKS","137833"
"137949","HKS",2012-05-30,0.25,50.8,21,2012 Q2,2012-05-30,"HKS","137949"
"138649","HKS",2012-07-10,22,72.8,22,2012 Q3,2012-07-10,"HKS","138649"
"142824","HKS",2012-09-04,5.5,78.3,23,2012 Q3,2012-09-04,"HKS","142824"
"146441","HKS",2012-11-02,3,81.3,24,2012 Q4,2012-11-02,"HKS","146441"
"146882","HKS",2012-11-02,0.5,81.8,25,2012 Q4,2012-11-02,"HKS","146882"
"147458","HKS",2012-11-09,1.5,83.3,26,2012 Q4,2012-11-09,"HKS","147458"
"152420","HKS",2013-02-05,2,85.3,27,2013 Q1,2013-02-05,"HKS","152420"
"152900","HKS",2013-02-05,0.166666666666667,85.4666666666667,28,2013 Q1,2013-02-05,"HKS","152900"
"150281","HKS",2013-02-25,2,87.4666666666667,29,2013 Q1,2013-02-25,"HKS","150281"
"153216","HKS",2013-02-25,1,88.4666666666667,30,2013 Q1,2013-02-25,"HKS","153216"
"154752","HKS",2013-03-06,0.166666666666667,88.6333333333333,31,2013 Q1,2013-03-06,"HKS","154752"
"152537","HKS",2013-03-11,3.5,92.1333333333333,32,2013 Q1,2013-03-11,"HKS","152537"
"155375","HKS",2013-03-18,19,111.133333333333,33,2013 Q1,2013-03-18,"HKS","155375"
"155079","HKS",2013-03-29,2.5,113.633333333333,34,2013 Q1,2013-03-29,"HKS","155079"
"156268","HKS",2013-04-08,4,117.633333333333,35,2013 Q2,2013-04-08,"HKS","156268"
"157464","HKS",2013-04-18,1,118.633333333333,36,2013 Q2,2013-04-18,"HKS","157464"
"158373","HKS",2013-04-30,2,120.633333333333,37,2013 Q2,2013-04-30,"HKS","158373"
"159088","HKS",2013-05-13,0.0833333333333333,120.716666666667,38,2013 Q2,2013-05-13,"HKS","159088"
"159450","HKS",2013-06-03,1,121.716666666667,39,2013 Q2,2013-06-03,"HKS","159450"
"160668","HKS",2013-06-13,1,122.716666666667,40,2013 Q2,2013-06-13,"HKS","160668"
"161021","HKS",2013-06-21,11,133.716666666667,41,2013 Q2,2013-06-21,"HKS","161021"
"161656","HKS",2013-06-28,1,134.716666666667,42,2013 Q2,2013-06-28,"HKS","161656"
"162568","HKS",2013-07-17,0.333333333333333,135.05,43,2013 Q3,2013-07-17,"HKS","162568"
"163167","HKS",2013-07-29,2.5,137.55,44,2013 Q3,2013-07-29,"HKS","163167"
"164048","HKS",2013-07-29,1.5,139.05,45,2013 Q3,2013-07-29,"HKS","164048"
"166169","HKS",2013-09-10,0.75,139.8,46,2013 Q3,2013-09-10,"HKS","166169"
"168098","HKS",2013-10-04,2,141.8,47,2013 Q4,2013-10-04,"HKS","168098"
"169163","HKS",2013-10-24,1,142.8,48,2013 Q4,2013-10-24,"HKS","169163"
"169563","HKS",2013-10-30,0.5,143.3,49,2013 Q4,2013-10-30,"HKS","169563"
"170594","HKS",2013-11-26,1.66666666666667,144.966666666667,50,2013 Q4,2013-11-26,"HKS","170594"
"171203","HKS",2013-12-10,1,145.966666666667,51,2013 Q4,2013-12-10,"HKS","171203"
"173027","HKS",2014-01-22,0.333333333333333,146.3,52,2014 Q1,2014-01-22,"HKS","173027"
"173087","HKS",2014-01-22,0.5,146.8,53,2014 Q1,2014-01-22,"HKS","173087"
"173489","HKS",2014-01-29,4,150.8,54,2014 Q1,2014-01-29,"HKS","173489"
"173521","HKS",2014-01-31,0.333333333333333,151.133333333333,55,2014 Q1,2014-01-31,"HKS","173521"
"173666","HKS",2014-01-31,0.5,151.633333333333,56,2014 Q1,2014-01-31,"HKS","173666"
"173674","HKS",2014-02-04,1,152.633333333333,57,2014 Q1,2014-02-04,"HKS","173674"
"174133","HKS",2014-02-10,0.75,153.383333333333,58,2014 Q1,2014-02-10,"HKS","174133"
"174500","HKS",2014-02-18,0.75,154.133333333333,59,2014 Q1,2014-02-18,"HKS","174500"
"174594","HKS",2014-02-18,0.333333333333333,154.466666666667,60,2014 Q1,2014-02-18,"HKS","174594"
"174579","HKS",2014-02-19,2.5,156.966666666667,61,2014 Q1,2014-02-19,"HKS","174579"
"174879","HKS",2014-02-25,2.5,159.466666666667,62,2014 Q1,2014-02-25,"HKS","174879"
"175489","HKS",2014-03-07,2.5,161.966666666667,63,2014 Q1,2014-03-07,"HKS","175489"
"175637","HKS",2014-03-10,0.5,162.466666666667,64,2014 Q1,2014-03-10,"HKS","175637"
"175786","HKS",2014-03-11,2,164.466666666667,65,2014 Q1,2014-03-11,"HKS","175786"
"176164","HKS",2014-03-18,0.0833333333333333,164.55,66,2014 Q1,2014-03-18,"HKS","176164"
"176036","HKS",2014-03-20,2.5,167.05,67,2014 Q1,2014-03-20,"HKS","176036"
"176992","HKS",2014-04-08,1.33333333333333,168.383333333333,68,2014 Q2,2014-04-08,"HKS","176992"
"177414","HKS",2014-04-21,2,170.383333333333,69,2014 Q2,2014-04-21,"HKS","177414"
"177713","HKS",2014-04-25,3.5,173.883333333333,70,2014 Q2,2014-04-25,"HKS","177713"
"178163","HKS",2014-04-29,1,174.883333333333,71,2014 Q2,2014-04-29,"HKS","178163"
"178393","HKS",2014-05-05,1.5,176.383333333333,72,2014 Q2,2014-05-05,"HKS","178393"
"178777","HKS",2014-05-14,1.5,177.883333333333,73,2014 Q2,2014-05-14,"HKS","178777"
"178883","HKS",2014-05-16,2.5,180.383333333333,74,2014 Q2,2014-05-16,"HKS","178883"
"178895","HKS",2014-05-17,2,182.383333333333,75,2014 Q2,2014-05-17,"HKS","178895"
"179567","HKS",2014-05-30,0.333333333333333,182.716666666667,76,2014 Q2,2014-05-30,"HKS","179567"
"181115","HKS",2014-07-02,2.5,185.216666666667,77,2014 Q3,2014-07-02,"HKS","181115"
"181920","HKS",2014-07-18,0.25,185.466666666667,78,2014 Q3,2014-07-18,"HKS","181920"
"182009","HKS",2014-07-30,2.5,187.966666666667,79,2014 Q3,2014-07-30,"HKS","182009"
"182042","HKS",2014-07-30,1.5,189.466666666667,80,2014 Q3,2014-07-30,"HKS","182042"
"182771","HKS",2014-08-06,22,211.466666666667,81,2014 Q3,2014-08-06,"HKS","182771"
"182784","HKS",2014-08-12,0.5,211.966666666667,82,2014 Q3,2014-08-12,"HKS","182784"
"182870","HKS",2014-08-13,1,212.966666666667,83,2014 Q3,2014-08-13,"HKS","182870"
"184124","HKS",2014-08-28,4,216.966666666667,84,2014 Q3,2014-08-28,"HKS","184124"
"184130","HKS",2014-08-29,3,219.966666666667,85,2014 Q3,2014-08-29,"HKS","184130"
"182700","HKS",2014-09-29,8,227.966666666667,86,2014 Q3,2014-09-29,"HKS","182700"
"187002","HKS",2014-10-14,2,229.966666666667,87,2014 Q4,2014-10-14,"HKS","187002"
"187838","HKS",2014-10-29,1,230.966666666667,88,2014 Q4,2014-10-29,"HKS","187838"
"188148","HKS",2014-10-29,6.5,237.466666666667,89,2014 Q4,2014-10-29,"HKS","188148"
"189069","HKS",2014-11-12,0.5,237.966666666667,90,2014 Q4,2014-11-12,"HKS","189069"
"189532","HKS",2014-11-19,0.5,238.466666666667,91,2014 Q4,2014-11-19,"HKS","189532"
"190067","HKS",2014-12-04,2.5,240.966666666667,92,2014 Q4,2014-12-04,"HKS","190067"
"187576","HKS",2014-12-08,2.16666666666667,243.133333333333,93,2014 Q4,2014-12-08,"HKS","187576"
"185921","HKS",2015-01-05,0.5,243.633333333333,94,2015 Q1,2015-01-05,"HKS","185921"
"191200","HKS",2015-01-06,1,244.633333333333,95,2015 Q1,2015-01-06,"HKS","191200"
"191317","HKS",2015-01-07,0.5,245.133333333333,96,2015 Q1,2015-01-07,"HKS","191317"
"193340","HKS",2015-02-17,4,249.133333333333,97,2015 Q1,2015-02-17,"HKS","193340"
"194058","HKS",2015-03-10,1.83333333333333,250.966666666667,98,2015 Q1,2015-03-10,"HKS","194058"
"194373","HKS",2015-03-10,3,253.966666666667,99,2015 Q1,2015-03-10,"HKS","194373"
"193904","HKS",2015-03-24,2,255.966666666667,100,2015 Q1,2015-03-24,"HKS","193904"
"194317","HKS",2015-03-24,4,259.966666666667,101,2015 Q1,2015-03-24,"HKS","194317"
"194765","HKS",2015-03-24,1,260.966666666667,102,2015 Q1,2015-03-24,"HKS","194765"
"195062","HKS",2015-03-24,0.333333333333333,261.3,103,2015 Q1,2015-03-24,"HKS","195062"
"195396","HKS",2015-03-30,0.25,261.55,104,2015 Q1,2015-03-30,"HKS","195396"
"195832","HKS",2015-04-08,1,262.55,105,2015 Q2,2015-04-08,"HKS","195832"
"195764","HKS",2015-04-09,2,264.55,106,2015 Q2,2015-04-09,"HKS","195764"
"196602","HKS",2015-04-20,0.166666666666667,264.716666666667,107,2015 Q2,2015-04-20,"HKS","196602"
"196632","HKS",2015-04-20,0.0833333333333333,264.8,108,2015 Q2,2015-04-20,"HKS","196632"
"215418","HKS",2015-05-06,0.166666666666667,264.966666666667,109,2015 Q2,2015-05-06,"HKS","215418"
"215529","HKS",2015-05-06,1,265.966666666667,110,2015 Q2,2015-05-06,"HKS","215529"
"215585","HKS",2015-05-06,0.5,266.466666666667,111,2015 Q2,2015-05-06,"HKS","215585"
"215842","HKS",2015-05-12,2,268.466666666667,112,2015 Q2,2015-05-12,"HKS","215842"
"216260","HKS",2015-05-20,0.5,268.966666666667,113,2015 Q2,2015-05-20,"HKS","216260"
"195582","HKS",2015-05-28,8,276.966666666667,114,2015 Q2,2015-05-28,"HKS","195582"
"217231","HKS",2015-06-09,0.0833333333333333,277.05,115,2015 Q2,2015-06-09,"HKS","217231"
"217336","HKS",2015-06-10,0.833333333333333,277.883333333333,116,2015 Q2,2015-06-10,"HKS","217336"
"218691","HKS",2015-07-09,0.333333333333333,278.216666666667,117,2015 Q3,2015-07-09,"HKS","218691"
"224576","HKS",2015-07-22,2.5,280.716666666667,118,2015 Q3,2015-07-22,"HKS","224576"
"226069","HKS",2015-08-21,0.5,281.216666666667,119,2015 Q3,2015-08-21,"HKS","226069"
"226959","HKS",2015-09-11,1,282.216666666667,120,2015 Q3,2015-09-11,"HKS","226959"
"227855","HKS",2015-09-30,1,283.216666666667,121,2015 Q3,2015-09-30,"HKS","227855"
"228369","HKS",2015-10-16,0.5,283.716666666667,122,2015 Q4,2015-10-16,"HKS","228369"
"228463","HKS",2015-10-19,3,286.716666666667,123,2015 Q4,2015-10-19,"HKS","228463"
"228732","HKS",2015-10-23,0.5,287.216666666667,124,2015 Q4,2015-10-23,"HKS","228732"
"227704","HKS",2015-10-28,9,296.216666666667,125,2015 Q4,2015-10-28,"HKS","227704"
"229071","HKS",2015-11-05,5,301.216666666667,126,2015 Q4,2015-11-05,"HKS","229071"
"229242","HKS",2015-11-10,1.5,302.716666666667,127,2015 Q4,2015-11-10,"HKS","229242"
"229095","HKS",2015-11-12,4,306.716666666667,128,2015 Q4,2015-11-12,"HKS","229095"
"229387","HKS",2015-11-13,0.166666666666667,306.883333333333,129,2015 Q4,2015-11-13,"HKS","229387"
"229927","HKS",2015-11-30,0.5,307.383333333333,130,2015 Q4,2015-11-30,"HKS","229927"
"230430","HKS",2015-12-15,9.66666666666667,317.05,131,2015 Q4,2015-12-15,"HKS","230430"
"231478","HKS",2016-01-20,2.5,319.55,132,2016 Q1,2016-01-20,"HKS","231478"
"231775","HKS",2016-01-27,2.5,322.05,133,2016 Q1,2016-01-27,"HKS","231775"
"231499","HKS",2016-01-31,1.5,323.55,134,2016 Q1,2016-01-31,"HKS","231499"
"232358","HKS",2016-02-09,5.5,329.05,135,2016 Q1,2016-02-09,"HKS","232358"
"232609","HKS",2016-02-19,4,333.05,136,2016 Q1,2016-02-19,"HKS","232609"
"232723","HKS",2016-02-23,6.5,339.55,137,2016 Q1,2016-02-23,"HKS","232723"
"232916","HKS",2016-02-25,0.5,340.05,138,2016 Q1,2016-02-25,"HKS","232916"
"233150","HKS",2016-03-01,1,341.05,139,2016 Q1,2016-03-01,"HKS","233150"
"233300","HKS",2016-03-03,0.166666666666667,341.216666666667,140,2016 Q1,2016-03-03,"HKS","233300"
"233389","HKS",2016-03-09,0.166666666666667,341.383333333333,141,2016 Q1,2016-03-09,"HKS","233389"
"233498","HKS",2016-03-15,1,342.383333333333,142,2016 Q1,2016-03-15,"HKS","233498"
"233563","HKS",2016-03-15,0.5,342.883333333333,143,2016 Q1,2016-03-15,"HKS","233563"
"233689","HKS",2016-03-15,0.25,343.133333333333,144,2016 Q1,2016-03-15,"HKS","233689"
"233766","HKS",2016-03-17,2,345.133333333333,145,2016 Q1,2016-03-17,"HKS","233766"
"233803","HKS",2016-03-18,0.25,345.383333333333,146,2016 Q1,2016-03-18,"HKS","233803"
"234195","HKS",2016-03-30,0.5,345.883333333333,147,2016 Q1,2016-03-30,"HKS","234195"
"234599","HKS",2016-04-10,1.5,347.383333333333,148,2016 Q2,2016-04-10,"HKS","234599"
"234490","HKS",2016-04-12,0.5,347.883333333333,149,2016 Q2,2016-04-12,"HKS","234490"
"235345","HKS",2016-05-02,0.5,348.383333333333,150,2016 Q2,2016-05-02,"HKS","235345"
"237862","HKS",2016-06-29,4,352.383333333333,151,2016 Q2,2016-06-29,"HKS","237862"
"236344","HKS",2016-06-30,10,362.383333333333,152,2016 Q2,2016-06-30,"HKS","236344"
"238298","HKS",2016-07-11,0.166666666666667,362.55,153,2016 Q3,2016-07-11,"HKS","238298"
"239463","HKS",2016-08-09,0.166666666666667,362.716666666667,154,2016 Q3,2016-08-09,"HKS","239463"
"239947","HKS",2016-08-24,10.5,373.216666666667,155,2016 Q3,2016-08-24,"HKS","239947"
"239584","HKS",2016-08-29,0.666666666666667,373.883333333333,156,2016 Q3,2016-08-29,"HKS","239584"
"239308","HKS",2016-08-31,3,376.883333333333,157,2016 Q3,2016-08-31,"HKS","239308"
"241027","HKS",2016-09-19,1.25,378.133333333333,158,2016 Q3,2016-09-19,"HKS","241027"
"242798","HKS",2016-10-27,1.5,379.633333333333,159,2016 Q4,2016-10-27,"HKS","242798"
"243797","HKS",2016-11-18,1,380.633333333333,160,2016 Q4,2016-11-18,"HKS","243797"
"244370","HKS",2016-12-06,0.5,381.133333333333,161,2016 Q4,2016-12-06,"HKS","244370"
"245388","HKS",2017-01-11,7.5,388.633333333333,162,2017 Q1,2017-01-11,"HKS","245388"
"245030","HKS",2017-01-24,2,390.633333333333,163,2017 Q1,2017-01-24,"HKS","245030"
"246261","HKS",2017-02-02,0.25,390.883333333333,164,2017 Q1,2017-02-02,"HKS","246261"
"246344","HKS",2017-02-05,2,392.883333333333,165,2017 Q1,2017-02-05,"HKS","246344"
"247016","HKS",2017-02-27,1,393.883333333333,166,2017 Q1,2017-02-27,"HKS","247016"
"247134","HKS",2017-03-02,3.91666666666667,397.8,167,2017 Q1,2017-03-02,"HKS","247134"
"247923","HKS",2017-03-24,0.666666666666667,398.466666666667,168,2017 Q1,2017-03-24,"HKS","247923"
"247935","HKS",2017-03-28,3,401.466666666667,169,2017 Q1,2017-03-28,"HKS","247935"
"246145","HKS",2017-03-31,1.5,402.966666666667,170,2017 Q1,2017-03-31,"HKS","246145"
"247429","HKS",2017-03-31,1,403.966666666667,171,2017 Q1,2017-03-31,"HKS","247429"
"246682","HKS",2017-04-27,0.25,404.216666666667,172,2017 Q2,2017-04-27,"HKS","246682"
"249387","HKS",2017-05-10,0.25,404.466666666667,173,2017 Q2,2017-05-10,"HKS","249387"
"250071","HKS",2017-06-05,0.333333333333333,404.8,174,2017 Q2,2017-06-05,"HKS","250071"
"250212","HKS",2017-06-12,0.5,405.3,175,2017 Q2,2017-06-12,"HKS","250212"
"250426","HKS",2017-06-16,0.166666666666667,405.466666666667,176,2017 Q2,2017-06-16,"HKS","250426"
"250977","HKS",2017-07-05,0.666666666666667,406.133333333333,177,2017 Q3,2017-07-05,"HKS","250977"
"251089","HKS",2017-07-07,1,407.133333333333,178,2017 Q3,2017-07-07,"HKS","251089"
"251283","HKS",2017-07-13,2,409.133333333333,179,2017 Q3,2017-07-13,"HKS","251283"
"251345","HKS",2017-07-18,0.333333333333333,409.466666666667,180,2017 Q3,2017-07-18,"HKS","251345"
"251527","HKS",2017-07-26,2.08333333333333,411.55,181,2017 Q3,2017-07-26,"HKS","251527"
"251388","HKS",2017-07-31,2,413.55,182,2017 Q3,2017-07-31,"HKS","251388"
"251661","HKS",2017-07-31,2,415.55,183,2017 Q3,2017-07-31,"HKS","251661"
"251776","HKS",2017-08-01,0.5,416.05,184,2017 Q3,2017-08-01,"HKS","251776"
"252253","HKS",2017-08-22,2.66666666666667,418.716666666667,185,2017 Q3,2017-08-22,"HKS","252253"
"252648","HKS",2017-08-30,1,419.716666666667,186,2017 Q3,2017-08-30,"HKS","252648"
"253188","HKS",2017-09-14,0.666666666666667,420.383333333333,187,2017 Q3,2017-09-14,"HKS","253188"
"251826","HKS",2017-09-30,3,423.383333333333,188,2017 Q3,2017-09-30,"HKS","251826"
"252809","HKS",2017-09-30,3,426.383333333333,189,2017 Q3,2017-09-30,"HKS","252809"
"252936","HKS",2017-09-30,0.5,426.883333333333,190,2017 Q3,2017-09-30,"HKS","252936"
"253359","HKS",2017-09-30,1.5,428.383333333333,191,2017 Q3,2017-09-30,"HKS","253359"
"254627","HKS",2017-10-26,2.75,431.133333333333,192,2017 Q4,2017-10-26,"HKS","254627"
"254929","HKS",2017-11-01,1.08333333333333,432.216666666667,193,2017 Q4,2017-11-01,"HKS","254929"
"254936","HKS",2017-11-06,1,433.216666666667,194,2017 Q4,2017-11-06,"HKS","254936"
"255969","HKS",2017-12-05,1.33333333333333,434.55,195,2017 Q4,2017-12-05,"HKS","255969"
"256183","HKS",2017-12-08,0.666666666666667,435.216666666667,196,2017 Q4,2017-12-08,"HKS","256183"
"256408","HKS",2017-12-15,1.66666666666667,436.883333333333,197,2017 Q4,2017-12-15,"HKS","256408"
"257694","HKS",2018-01-31,5.83333333333333,442.716666666667,198,2018 Q1,2018-01-31,"HKS","257694"
"258625","HKS",2018-02-20,6,448.716666666667,199,2018 Q1,2018-02-20,"HKS","258625"
"258574","HKS",2018-02-23,1.5,450.216666666667,200,2018 Q1,2018-02-23,"HKS","258574"
"258672","HKS",2018-02-28,1,451.216666666667,201,2018 Q1,2018-02-28,"HKS","258672"
"259303","HKS",2018-03-08,0.25,451.466666666667,202,2018 Q1,2018-03-08,"HKS","259303"
"259114","HKS",2018-04-01,5.5,456.966666666667,203,2018 Q2,2018-04-01,"HKS","259114"
"260413","HKS",2018-04-04,0.166666666666667,457.133333333333,204,2018 Q2,2018-04-04,"HKS","260413"
"260856","HKS",2018-04-13,0.75,457.883333333333,205,2018 Q2,2018-04-13,"HKS","260856"
"260967","HKS",2018-04-17,1.66666666666667,459.55,206,2018 Q2,2018-04-17,"HKS","260967"
"261009","HKS",2018-04-20,1,460.55,207,2018 Q2,2018-04-20,"HKS","261009"
"261154","HKS",2018-04-20,1,461.55,208,2018 Q2,2018-04-20,"HKS","261154"
"261453","HKS",2018-05-11,0.5,462.05,209,2018 Q2,2018-05-11,"HKS","261453"
"261954","HKS",2018-05-17,1,463.05,210,2018 Q2,2018-05-17,"HKS","261954"
"263103","HKS",2018-06-19,7,470.05,211,2018 Q2,2018-06-19,"HKS","263103"
"263328","HKS",2018-06-22,0.5,470.55,212,2018 Q2,2018-06-22,"HKS","263328"
"260406","HKS",2018-06-29,0.333333333333333,470.883333333333,213,2018 Q2,2018-06-29,"HKS","260406"
"264204","HKS",2018-07-11,0.25,471.133333333333,214,2018 Q3,2018-07-11,"HKS","264204"
"264322","HKS",2018-07-13,0.25,471.383333333333,215,2018 Q3,2018-07-13,"HKS","264322"
"264587","HKS",2018-07-19,0.0833333333333333,471.466666666667,216,2018 Q3,2018-07-19,"HKS","264587"
"264592","HKS",2018-07-19,0.5,471.966666666667,217,2018 Q3,2018-07-19,"HKS","264592"
"265871","HKS",2018-08-17,1,472.966666666667,218,2018 Q3,2018-08-17,"HKS","265871"
"266094","HKS",2018-08-24,0.666666666666667,473.633333333333,219,2018 Q3,2018-08-24,"HKS","266094"
"266096","HKS",2018-08-27,0.166666666666667,473.8,220,2018 Q3,2018-08-27,"HKS","266096"
"264837","HKS",2018-08-31,0.0833333333333333,473.883333333333,221,2018 Q3,2018-08-31,"HKS","264837"
"264965","HKS",2018-08-31,2,475.883333333333,222,2018 Q3,2018-08-31,"HKS","264965"
"266284","HKS",2018-09-04,8,483.883333333333,223,2018 Q3,2018-09-04,"HKS","266284"
"266634","HKS",2018-09-06,1.33333333333333,485.216666666667,224,2018 Q3,2018-09-06,"HKS","266634"
